"FiscalYear","Provider","Borough","TotalSlots","TotalParticipants"
"2021","The Campaign Against Hunger Inc","Brooklyn","N/A","N/A"
"2021","New York Junior Tennis League Inc","Brooklyn","80","106"
"2021","University Settlement Society of New York","Manhattan","157","162"
"2021","Battalion Pentacostal Assembly, Inc. (BPA)","Queens","N/A","N/A"
"2021","The Salvation Army","Manhattan","60","71"
"2021","Blink CPR","Brooklyn","N/A","N/A"
"2021","Rugby Deliverance Tabernacle","Brooklyn","N/A","N/A"
"2021","Childrens Arts & Science Workshops, Inc.","Manhattan","N/A","N/A"
"2021","Vocal Village, Inc.","Brooklyn","N/A","N/A"
"2021","DreamYard Project, Inc.","Bronx","N/A","N/A"
"2021","Dancing Dreams","Queens","N/A","N/A"
"2021","New York Junior Tennis League Inc","Bronx","N/A","N/A"
"2021","Chinese American Social Services Center, Inc.","Brooklyn","N/A","N/A"
"2021","Manhattan Youth Recreation and Resources, Inc.","Manhattan","90","109"
"2021","SCAN-HARBOR INC","Manhattan","25","2"
"2021","Southeast Bronx Neighborhood Centers Inc","Bronx","105","123"
"2021","The Young Womens Christian Association of Queens","Queens","N/A","N/A"
"2021","NYC Parks & Recreation/The Arsenal","Brooklyn","55","17"
"2021","Italian American Civil Rights League Canarsie Inc","Brooklyn","100","101"
"2021","Bergen Beach Youth Organization, Inc.","Brooklyn","157","159"
"2021","Mt. Moriah AME Church","Queens","N/A","N/A"
"2021","Abraham House","Bronx","35","20"
"2021","Health Essential Association Inc","Brooklyn","N/A","N/A"
"2021","New York City AIDS Memorial, Inc.","Manhattan","N/A","N/A"
"2021","Sesame Flyers International, Inc.","Brooklyn","120","62"
"2021","YMCA of Greater New York/Corporate","Manhattan","70","41"
"2021","Mercy Center Inc","Bronx","210","211"
"2021","Boro Park Jewish Community Council Inc","Queens","N/A","N/A"
"2021","Family Life Development Center, Inc","Brooklyn","N/A","N/A"
"2021","ZMI Foundation, Inc","Queens","N/A","N/A"
"2021","Rising Ground Inc","Brooklyn","N/A","N/A"
"2021","BronxWorks, Inc.","Bronx","321","357"
"2021","Greater Bethel Community Development Corp.","Queens","N/A","N/A"
"2021","The Children's Aid Society","Manhattan","N/A","N/A"
"2021","Play Study Win Inc","Queens","90","98"
"2021","Renaissance Youth Center","Bronx","75","58"
"2021","New York City Mission Society","Manhattan","135","137"
"2021","The Horticultural Society of New York","Bronx","N/A","N/A"
"2021","Grasmere and Cameron Lakes Bluebelt Conservancy Inc","Staten Island","N/A","N/A"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","N/A","N/A"
"2021","Manhattan Youth Recreation and Resources, Inc.","Manhattan","127","152"
"2021","NYC Arts Cypher, Inc.","Staten Island","N/A","N/A"
"2021","New York Center for Interpersonal Development Inc","Brooklyn","N/A","N/A"
"2021","Arab American Association of NY, Inc.","Brooklyn","N/A","N/A"
"2021","United Chinese Association of Brooklyn, Inc","Brooklyn","N/A","N/A"
"2021","The Child Center of NY Inc","Queens","142","120"
"2021","Weeks Educational and Social Advocacy Project, Inc.","Staten Island","25","6"
"2021","The Children's Aid Society","Manhattan","N/A","N/A"
"2021","El Puente De Williamsburg, Inc.","Brooklyn","300","88"
"2021","South Bronx Overall Economic Development Corporation","Bronx","30","49"
"2021","New York City Parents of Lesbians and Gay Men Inc","Manhattan","N/A","N/A"
"2021","Samuel Field YM & YWHA, Inc.","Queens","N/A","N/A"
"2021","SCO Family of Services","Brooklyn","120","30"
"2021","Sheltering Arms Children and Family Services, Inc.","Bronx","135","157"
"2021","Bridge Street Development Corporation","Brooklyn","N/A","N/A"
"2021","Chinatown Manpower Project, Inc.","Manhattan","N/A","N/A"
"2021","Legacy Volleyball Club, Inc.","Bronx","N/A","N/A"
"2021","Chinese-American Planning Council Inc","Manhattan","110","109"
"2021","New York Edge, Inc.","Queens","90","64"
"2021","82nd Street Academics","Queens","N/A","N/A"
"2021","United Black Men of Queens Foundation, Inc.","Queens","N/A","N/A"
"2021","RiseBoro Community Partnership Inc","Brooklyn","N/A","N/A"
"2021","RiseBoro Community Partnership Inc","Brooklyn","N/A","N/A"
"2021","Hudson Guild","Manhattan","80","68"
"2021","Kips Bay Boys and Girls Club Inc","Bronx","85","130"
"2021","Kips Bay Boys and Girls Club Inc","Bronx","N/A","N/A"
"2021","Women's Housing and Economic Development Corporation (WHEDCO","Bronx","N/A","N/A"
"2021","Woodside On The Move, Inc.","Queens","20","42"
"2021","Friends of Abandoned Cemeteries, Inc.","Staten Island","N/A","N/A"
"2021","Catholic Charities Community Services, Archdiocese of NY","Bronx","25","24"
"2021","Federation of Italian-American Organizations of Brooklyn LTD","Brooklyn","157","47"
"2021","Madison Square Boys & Girls Club Inc","Manhattan","N/A","N/A"
"2021","New York City H2O, Inc.","Staten Island","N/A","N/A"
"2021","Songs of Love Foundation","Queens","N/A","N/A"
"2021","Coalition for Hispanic Family Services","Brooklyn","91","94"
"2021","Grand Street Settlement, Inc.","Brooklyn","N/A","N/A"
"2021","Coalition for Hispanic Family Services","Brooklyn","279","181"
"2021","Bergen Basin Community Development Corporation","Brooklyn","120","99"
"2021","BronxWorks, Inc.","Bronx","N/A","N/A"
"2021","Union Settlement Association Inc","Manhattan","55","7"
"2021","New York City H2O, Inc.","Manhattan","N/A","N/A"
"2021","YMCA of Greater New York/Vanderbilt","Manhattan","70","53"
"2021","Italian American Civil Rights League Canarsie Inc","Brooklyn","150","150"
"2021","Queens Community House, Inc.","Queens","300","99"
"2021","Cypress Hills Local Development Corporation, Inc.","Brooklyn","125","125"
"2021","Mary Mitchell Family and Youth Center Inc","Bronx","N/A","N/A"
"2021","Learning Through An Expanded Arts Program, Inc.","Bronx","90","100"
"2021","Taiwanese American Council of Greater New York, Inc.","Manhattan","N/A","N/A"
"2021","New York Edge, Inc.","Bronx","60","66"
"2021","Good Shepherd Services","Brooklyn","105","77"
"2021","Filomeno Family Awards Foundation, Inc.","Brooklyn","N/A","N/A"
"2021","Queens Community House, Inc.","Queens","120","152"
"2021","Arab-American Family Support Center Inc","Brooklyn","119","123"
"2021","NIA Community Services Network Inc","Brooklyn","90","84"
"2021","Highland Park Community Development Corporation","Brooklyn","N/A","N/A"
"2021","The Young Women's Christian Association of the City of NY","Brooklyn","147","147"
"2021","YMCA of Greater New York/Corporate","Queens","45","66"
"2021","Young Athletes, Inc.","Bronx","120","78"
"2021","SCAN-HARBOR INC","Manhattan","91","28"
"2021","New York Edge, Inc.","Bronx","201","141"
"2021","Bedford Stuyvesant Restoration Corp","Brooklyn","N/A","N/A"
"2021","Madison Square Boys & Girls Club Inc","Brooklyn","30","29"
"2021","Grand Street Settlement, Inc.","Manhattan","N/A","N/A"
"2021","New York Edge, Inc.","Queens","91","47"
"2021","Young Men and Young Women's Hebrew Association of the Bronx","Bronx","160","52"
"2021","New York Edge, Inc.","Queens","75","79"
"2021","Coalition for Hispanic Family Services","Brooklyn","N/A","N/A"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","300","269"
"2021","Police Athletic League, Inc.","Staten Island","90","94"
"2021","Opportunities for a Better Tomorrow Inc","Brooklyn","N/A","N/A"
"2021","Jewish Community Center of Staten Island, Inc.","Staten Island","265","150"
"2021","The Children's Aid Society","Manhattan","35","39"
"2021","Bedford Stuyvesant Restoration Corp","Brooklyn","N/A","N/A"
"2021","The Child Center of NY Inc","Queens","120","133"
"2021","82nd Street Academics","Queens","108","109"
"2021","New York Junior Tennis League Inc","Brooklyn","150","162"
"2021","Rockaway Development and Revitalization Corporation","Queens","N/A","N/A"
"2021","Newtown Creek Alliance, Inc.","Brooklyn","N/A","N/A"
"2021","NIA Community Services Network Inc","Brooklyn","222","239"
"2021","HANAC INC","Manhattan","N/A","N/A"
"2021","Brooklyn Bureau of Community Service","Brooklyn","60","31"
"2021","YMCA of Greater New York/Vanderbilt","Manhattan","150","73"
"2021","Queens Community House, Inc.","Queens","40","28"
"2021","New York Edge, Inc.","Brooklyn","150","29"
"2021","Samuel Field YM & YWHA, Inc.","Queens","N/A","N/A"
"2021","Young Dancers In Repertory, Inc.","Brooklyn","120","70"
"2021","Variety Boys and Girls Club of Queens Inc","Queens","70","82"
"2021","United States Sierra Leonean Association, Inc.","Staten Island","N/A","N/A"
"2021","Juan Neumann Center","Brooklyn","N/A","N/A"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","90","66"
"2021","BJHI, Inc","Brooklyn","N/A","N/A"
"2021","Seeds in the Middle Inc","Brooklyn","N/A","N/A"
"2021","Jewish Community Center of Staten Island, Inc.","Staten Island","350","201"
"2021","New York Edge, Inc.","Queens","55","95"
"2021","Italian American Civil Rights League Canarsie Inc","Brooklyn","N/A","N/A"
"2021","Madison Square Boys & Girls Club Inc","Bronx","44","70"
"2021","Loukoumi Make A Difference Foundation, Inc., The","Outside of NYC","N/A","N/A"
"2021","After-School All-Stars","Brooklyn","150","115"
"2021","Sunnyside Community Services Inc","Queens","60","56"
"2021","Mothers Aligned Saving Kids, Inc./MASK","Brooklyn","N/A","N/A"
"2021","Chhaya Community Development Corporation","Queens","N/A","N/A"
"2021","Young Dancers In Repertory, Inc.","Brooklyn","N/A","N/A"
"2021","Southeast Bronx Neighborhood Centers Inc","Bronx","60","32"
"2021","Agape Community Services Corporation","Queens","N/A","N/A"
"2021","Q Kingdom Ministries, Inc.","Brooklyn","N/A","N/A"
"2021","NIA Community Services Network Inc","Brooklyn","90","65"
"2021","Imani House, Inc.","Brooklyn","120","127"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","130","135"
"2021","South Bronx Overall Economic Development Corporation","Manhattan","120","123"
"2021","Change for Kids Inc","Brooklyn","N/A","N/A"
"2021","Core Services Group, Inc.","Bronx","N/A","N/A"
"2021","City Year, Inc.","Brooklyn","N/A","N/A"
"2021","New York Edge, Inc.","Queens","50","55"
"2021","SCAN-HARBOR INC","Bronx","157","157"
"2021","Police Athletic League, Inc.","Brooklyn","35","38"
"2021","Federation of Italian-American Organizations of Brooklyn LTD","Brooklyn","75","53"
"2021","Council of Jewish Organizations of Flatbush Inc","Brooklyn","N/A","N/A"
"2021","Italian American Civil Rights League Canarsie Inc","Brooklyn","167","167"
"2021","The Young Women's Christian Association of the City of NY","Manhattan","N/A","N/A"
"2021","SCO Family of Services","Brooklyn","75","174"
"2021","YMCA of Greater New York/West Side","Manhattan","100","105"
"2021","Chinese-American Planning Council Inc","Brooklyn","N/A","N/A"
"2021","New York Pops, Inc.","Manhattan","N/A","N/A"
"2021","Brooklyn Bureau of Community Service","Brooklyn","N/A","N/A"
"2021","CAMBA, Inc.","Brooklyn","179","369"
"2021","New York Edge, Inc.","Brooklyn","285","528"
"2021","The Children's Aid Society","Manhattan","120","92"
"2021","New York Center for Interpersonal Development Inc","Staten Island","75","76"
"2021","The Child Center of NY Inc","Queens","100","133"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","100","77"
"2021","New York Edge, Inc.","Brooklyn","300","224"
"2021","Madison Square Boys & Girls Club Inc","Manhattan","57","39"
"2021","Southern Queens Park Association,Inc.","Queens","60","86"
"2021","The Children's Aid Society","Bronx","N/A","N/A"
"2021","RiseBoro Community Partnership Inc","Brooklyn","N/A","N/A"
"2021","Giving Alternative Learners Uplifting Opportunities, Inc.","Queens","N/A","N/A"
"2021","SCAN-HARBOR INC","Manhattan","134","97"
"2021","New York City H2O, Inc.","Manhattan","N/A","N/A"
"2021","The Greater Ridgewood Youth Council, Inc.","Queens","35","65"
"2021","Police Athletic League, Inc.","Bronx","100","63"
"2021","New York Legal Assistance Group Inc","Manhattan","N/A","N/A"
"2021","Opportunities for a Better Tomorrow Inc","Brooklyn","80","53"
"2021","BronxWorks, Inc.","Bronx","385","526"
"2021","Bensonhurst Council of Jewish Organizations, Inc.","Brooklyn","N/A","N/A"
"2021","THE MIGRANT KITCHEN INCORPORATED","Bronx","N/A","N/A"
"2021","The Bartlett Foundation","Queens","N/A","N/A"
"2021","Brooklyn Chinese American Association Inc","Brooklyn","72","0"
"2021","Inwood Community Services, Inc.","Manhattan","N/A","N/A"
"2021","Positive Influence, Inc.","Manhattan","N/A","N/A"
"2021","Learning Through An Expanded Arts Program, Inc.","Bronx","206","156"
"2021","Lincoln Square Neighborhood Center, Inc.","Manhattan","30","30"
"2021","CAMBA, Inc.","Brooklyn","180","226"
"2021","Catholic Charities Neighborhood Services, Inc.","Queens","54","64"
"2021","NY Tibetan Service Center, Inc.","Queens","29","33"
"2021","The Child Center of NY Inc","Queens","300","263"
"2021","Grand Street Settlement, Inc.","Brooklyn","100","102"
"2021","Little Essentials","Manhattan","N/A","N/A"
"2021","RiseBoro Community Partnership Inc","Brooklyn","N/A","N/A"
"2021","Grand Street Settlement, Inc.","Manhattan","N/A","N/A"
"2021","Queens Community House, Inc.","Queens","400","405"
"2021","Beer Hagolah Institutes Inc","Brooklyn","62","81"
"2021","122nd Precinct Community Council","Staten Island","N/A","N/A"
"2021","Little Sisters of the Assumption Family Health Service, Inc.","Manhattan","N/A","N/A"
"2021","Federation of Italian-American Organizations of Brooklyn LTD","Brooklyn","N/A","N/A"
"2021","Highland Park Community Development Corporation","Brooklyn","N/A","N/A"
"2021","Brooklyn Bureau of Community Service","Brooklyn","301","135"
"2021","SCO Family of Services","Brooklyn","157","36"
"2021","Turning Point Brooklyn Inc","Brooklyn","N/A","N/A"
"2021","Grand Street Settlement, Inc.","Manhattan","71","85"
"2021","Play Study Win Inc","Brooklyn","60","65"
"2021","GlowCommunity Center Inc","Queens","N/A","N/A"
"2021","Inwood Community Services, Inc.","Manhattan","74","82"
"2021","Helping Hand Academy","Queens","30","0"
"2021","Rockaway Development and Revitalization Corporation","Queens","N/A","N/A"
"2021","New York City H2O, Inc.","Staten Island","N/A","N/A"
"2021","Hunger Free America, Inc","Manhattan","N/A","N/A"
"2021","VICTORIA CHILDRENS CENTER INC","Manhattan","36","5"
"2021","The Children's Village","Bronx","140","151"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","N/A","N/A"
"2021","Union Settlement Association Inc","Manhattan","115","120"
"2021","University Settlement Society of New York","Manhattan","191","236"
"2021","Henry Street Settlement","Manhattan","80","56"
"2021","Midwood Development Corporation","Brooklyn","N/A","N/A"
"2021","Asian Americans for Equality Inc","Queens","N/A","N/A"
"2021","Staten Island Urban Center, Inc","Staten Island","N/A","N/A"
"2021","Jewish Community Council of the Rockaway Peninsula Inc","Queens","N/A","N/A"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","165","129"
"2021","Blau-Weiss Gottschee Inc","Brooklyn","N/A","N/A"
"2021","East Side House, Inc.","Bronx","100","26"
"2021","Renaissance Youth Center","Bronx","75","55"
"2021","Equity Advocates","Outside of NYC","N/A","N/A"
"2021","NYC Parks & Recreation/The Arsenal","Queens","20","18"
"2021","Hebrew Educational Society of Brooklyn","Brooklyn","N/A","N/A"
"2021","Boys & Girls Club of Metro Queens, Inc","Queens","N/A","N/A"
"2021","Woodside On The Move, Inc.","Queens","70","22"
"2021","New York Edge, Inc.","Brooklyn","90","102"
"2021","Wildcat Service Corporation","Manhattan","N/A","N/A"
"2021","Hetrick-Martin Institute Inc","Manhattan","N/A","N/A"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","60","33"
"2021","New York Edge, Inc.","Queens","157","50"
"2021","The Korean American Family Service Center, Inc.","Queens","N/A","N/A"
"2021","Kids Creative 404, Inc.","Manhattan","N/A","N/A"
"2021","The Children's Aid Society","Bronx","150","78"
"2021","Mosholu Montefiore Community Center, Inc.","Bronx","291","416"
"2021","Bank Street College of Education","Queens","N/A","N/A"
"2021","Alliance for Coney Island, Inc.","Brooklyn","N/A","N/A"
"2021","Young Peoples Chorus of New York City Inc","Manhattan","N/A","N/A"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","N/A","N/A"
"2021","Indochina Sino- American Senior Citizen Center Inc","Manhattan","92","101"
"2021","Jumpstart for Young Children, Inc.","Manhattan","N/A","N/A"
"2021","LATINAS ON THE VERGE OF EXCELLENCE LOVE INC","Queens","N/A","N/A"
"2021","Team First, Inc.","Brooklyn","60","23"
